gene	drug	regulatory approval	indication	interaction score
TNFRSF9	URELUMAB	Not Approved	""	78.76150685354175
IL23R	AZATHIOPRINE	Approved	""	0.921187214661307
IL23R	CELECOXIB	Approved	NSAID	0.5224643904049203
IL23R	INFLIXIMAB-DYYB	Approved	DMARD,antiinflammatory agent	1.12919723087515
CCR4	3-DEAZAADENOSINE	Not Approved	""	3.088686543276147
CCR4	[125I]CCL27 (HUMAN)	Not Approved	""	3.088686543276147
CCR4	MOGAMULIZUMAB	Approved	""	12.35474617310458
CCR4	VMIP-III	Not Approved	""	3.088686543276147
CCR4	GSK-2239633	Not Approved	""	3.088686543276147
CCR4	AZD2098	Not Approved	""	3.088686543276147
CCR4	[125I]CCL17 (HUMAN)	Not Approved	""	3.088686543276147
CCR4	ZELNECIRNON	Not Approved	""	3.088686543276147
CCR4	COMPOUND 31 [PMID: 31259550]	Not Approved	""	3.088686543276147
CCR4	AZD1678	Not Approved	""	6.177373086552294
CCR4	FLX475	Not Approved	""	3.088686543276147
CCR4	CCL17	Not Approved	""	3.088686543276147
CCR4	FLX475	Not Approved	""	3.088686543276147
CCR4	AUTOLOGOUS CCR4-CD30CAR-CD28-CD3ZETA-EXPRESSING T-LYMPHOCYTES	Not Approved	""	1.544343271638073
CCR4	CCL22	Not Approved	""	3.088686543276147
CCR4	GSK2239633A	Not Approved	""	1.544343271638073
CCR4	COMPOUND 8IC [PMID: 19081254]	Not Approved	""	3.088686543276147
CCL1	ANTISENSE OLIGONUCLEOTIDES	Not Approved	""	3.182283105193606
TNFSF14	QUISOVALIMAB	Not Approved	""	26.25383561784724
TNFSF14	BAMINERCEPT ALFA	Not Approved	DMARD,antiinflammatory agent	13.12691780892362
FHL1	COMPOUND 15 [PMID: 24900237]	Not Approved	""	17.50255707856483
